код;;ПРАЙС 01.10.2020;Количество;Гарантия;"Рекомендуемая
 розничная
 цена";Цена!
70176;;DDR IV 32Gb KiTof2 PC-21300 2666MHz Kingston HyperX Fury (HX426C16FB4K2/32) Black CL16 1.2V RTL ;;24;;130
67222;;DDR IV 32Gb KiTof2 PC-21300 2666MHz Kingston HyperX Fury RGB (HX426C16FB3AK2/32) CL16;;24;;138,5
65751;;DDR IV 32Gb KITof2 PC-21300 2666MHz Kingston HyperX Predator (HX426C13PB3K2/32) CL13 RTL;;24;;135
62390;;DDR IV 32Gb KiTof2 PC-24000 3000MHz Corsair Vengeance (CMK32GX4M2B3000C15) ;;24;;135
65325;;DDR IV 32Gb KiTof2 PC-24000 3000MHz Corsair Vengeance (CMK32GX4M2B3000C15R) ;;24;;145
62946;;DDR IV 32Gb KiTof2 PC-24000 3000MHz Corsair Vengeance (CMK32GX4M2B3000C15W) ;;24;;149
62945;;DDR IV 32Gb KiTof2 PC-24000 3000MHz Corsair Vengeance (CMK32GX4M2D3000C16) ;;24;;130
69520;;DDR IV 32Gb KiTof2 PC-24000 3000MHz Crucial Ballistix (BL2K16G30C15U4B) Black;;24;;154
69523;;DDR IV 32Gb KiTof2 PC-24000 3000MHz Crucial Ballistix RGB (BL2K16G30C15U4BL) Black;;24;;175
62180;;DDR IV 32Gb KiTof2 PC-24000 3000MHz G.Skill Aegis (F4-3000C16D-32GISB) CL16 1.35V RTL;;24;;114
62184;;DDR IV 32Gb KiTof2 PC-24000 3000MHz G.Skill Ripjaws V (F4-3000C16D-32GVRB) CL16;;24;;120
62196;;DDR IV 32Gb KiTof2 PC-24000 3000MHz G.Skill Trident Z (F4-3000C15D-32GTZ) CL15 1.35V RTL;;24;;140
67223;;DDR IV 32Gb KiTof2 PC-24000 3000MHz Kingston HyperX Fury (HX430C15FB3K2/32) Black CL15 1.2V RTL ;;24;;145
70177;;DDR IV 32Gb KiTof2 PC-24000 3000MHz Kingston HyperX Fury (HX430C16FB4K2/32) Black CL16 1.2V RTL ;;24;;143
67768;;DDR IV 32Gb KiTof2 PC-24000 3000Mhz Kingston HyperX Fury RGB (HX430C15FB3AK2/32) CL15 ;;24;;150,5
44821;;DDR IV 32Gb KiTof2 PC-24000 3000Mhz Kingston HyperX Predator (HX430C15PB3K2/32) CL15;;24;;152
65752;;DDR IV 32Gb KiTof2 PC-24000 3000Mhz Kingston HyperX Predator RGB (HX430C15PB3AK2/32) CL15 ;;24;;160
64767;;DDR IV 32Gb KiTof2 PC-25600 3200MHz Corsair Vengeance (CMK32GX4M2D3200C16) ;;24;;145
69540;;DDR IV 32Gb KiTof2 PC-25600 3200MHz Crucial Ballistix (BL2K16G32C16U4B) Black;;24;;165
67678;;DDR IV 32Gb KiTof2 PC-25600 3200MHz G.Skill Aegis (F4-3200C16D-32GIS) CL16 1.35V RTL;;24;;125,5
62188;;DDR IV 32Gb KiTof2 PC-25600 3200MHz G.Skill Ripjaws V (F4-3200C16D-32GVK) CL16;;24;;130,5
62198;;DDR IV 32Gb KiTof2 PC-25600 3200MHz G.Skill Trident Z (F4-3200C16D-32GTZKW) CL16;;24;;138,5
62195;;DDR IV 32Gb KiTof2 PC-25600 3200MHz G.Skill Trident Z (F4-3200C16D-32GTZSW) CL16;;24;;138,5
69214;;DDR IV 32Gb KiTof2 PC-25600 3200MHz G.Skill Trident Z NEO RGB (F4-3200C16D-32GTZN) CL16 1.35V RTL;;24;;143,5
62203;;DDR IV 32Gb KiTof2 PC-25600 3200MHz G.Skill Trident Z RGB (F4-3200C16D-32GTZR) CL16;;24;;143,5
62206;;DDR IV 32Gb KiTof2 PC-25600 3200MHz G.Skill Trident Z RGB (F4-3200C16D-32GTZRX) CL16;;24;;148,5
69771;;DDR IV 32Gb KiTof2 PC-25600 3200MHz G.Skill Trident Z Royal (F4-3200C16D-32GTRS) Silver CL16;;24;;160,5
67225;;DDR IV 32Gb KiTof2 PC-25600 3200MHz Kingston HyperX Fury RGB (HX432C16FB3AK2/32) Black CL16 1.2V RTL ;;24;;150
65753;;DDR IV 32Gb KiTof2 PC-25600 3200MHz Kingston HyperX Predator (HX432C16PB3K2/32) CL16 ;;24;;158
69040;;DDR IV 32Gb KiTof2 PC-26600 3333MHz Kingston HyperX Predator (HX433C16PB3K2/32) CL16;;24;;175
67771;;DDR IV 32Gb KiTof2 PC-27700 3466MHz Kingston HyperX Fury (HX434C16FB3K2/32) CL16;;24;;175
69453;;DDR IV 32Gb KiTof2 PC-27700 3466MHz Kingston HyperX Fury RGB (HX434C16FB3AK2/32) Black CL16 1.2V RTL ;;24;;189
68365;;DDR IV 32Gb KiTof2 PC-28800 3600MHz G.Skill Ripjaws V (F4-3600C16D-32GVKC) CL16;;24;;155
68364;;DDR IV 32Gb KiTof2 PC-28800 3600MHz G.Skill Ripjaws V (F4-3600C18D-32GVK) CL18;;24;;145
62187;;DDR IV 32Gb KiTof2 PC-28800 3600MHz G.Skill Ripjaws V (F4-3600C19D-32GVRB) CL19;;24;;140
62225;;DDR IV 32Gb KiTof2 PC-28800 3600MHz G.Skill Trident Z (F4-3600C17D-32GTZKW) CL17;;24;;160
69029;;DDR IV 32Gb KiTof2 PC-28800 3600MHz G.Skill Trident Z RGB (F4-3600C18D-32GTZR) CL18;;24;;160
70709;;DDR IV 32Gb KiTof4 PC-25600 2133MHz Kingston HyperX Fury HX432C16FB3K4/32;;0;;160
69209;;DDR IV 32Gb PC-21300 2666MHz G.Skill Ripjaws V (F4-2666C18S-32GVK) CL18;;24;;120
69038;;DDR IV 32Gb PC-24000 3000MHz Kingston HyperX Fury (HX430C16FB3/32) Black CL16 1.2V RTL ;;24;;159
67679;;DDR IV 32Gb PC-25600 3200MHz G.Skill Ripjaws V (F4-3200C16S-32GVK) CL16;;24;;130
69039;;DDR IV 32Gb PC-25600 3200Mhz Kingston HyperX Fury (HX432C16FB3/32) CL16;;24;;150
45203;;DDR IV 4Gb PC-19200 2400MHz Crucial (CT4G4DFS824A) CL17;;24;;18
45201;;DDR IV 4Gb PC-19200 2400MHz Crucial Ballistix Sport (BLS4G4D240FSB);;24;;18,5
45202;;DDR IV 4Gb PC-19200 2400MHz Crucial Ballistix Sport (BLS4G4D240FSC);;24;;18,5
45200;;DDR IV 4Gb PC-19200 2400MHz Crucial Ballistix Sport (BLS4G4D240FSE) ;;24;;18,5
62069;;DDR IV 4Gb PC-19200 2400MHz G.Skill Aegis (F4-2400C15S-4GIS) CL15;;24;;18
69208;;DDR IV 4Gb PC-19200 2400MHz G.Skill Aegis (F4-2400C17S-4GIS) CL17;;24;;17,5
61159;;DDR IV 4Gb PC-19200 2400MHz G.Skill Value (F4-2400C15S-4GNT) CL15;;24;;17,8
62068;;DDR IV 4Gb PC-19200 2400MHz G.Skill Value (F4-2400C17S-4GNT) CL17;;24;;17
59603;;DDR IV 4Gb PC-19200 2400MHz Kingston (KVR24N17S6/4) CL17;;24;;18,5
64109;;DDR IV 4Gb PC-21300 2666MHz Crucial (CT4G4DFS8266) CL19;;24;;18,5
68392;;DDR IV 4Gb PC-21300 2666MHz Kingston (KVR26N19S6/4) CL19, 1.2V;;24;;18,5
67763;;DDR IV 4Gb PC-21300 2666Mhz Kingston HyperX Fury (HX426C16FB3/4) CL16 ;;24;;22
71105;;DDR IV 4Gb PC-21300 2666MHz Samsung (M378A5244CB0-CTD);;24;;20
67674;;DDR IV 4Gb PC-24000 3000Mhz Kingston HyperX Fury (HX430C15FB3/4) CL15 ;;24;;22,5
68394;;DDR IV 4Gb PC-25600 3200MHz Kingston  (KVR32N22S6/4) RTL ;;24;;19,8
67676;;DDR IV 4Gb PC-25600 3200Mhz Kingston HyperX Fury (HX432C16FB3/4) CL16;;24;;24
69210;;DDR IV 64Gb KiTof2 PC-21300 2666MHz G.Skill Ripjaws V (F4-2666C18D-64GVK) CL18 1.35V RTL;;24;;212,5
68390;;DDR IV 64Gb KiTof2 PC-24000 3000MHz Kingston HyperX Fury (HX430C16FB3K2/64) Black CL16 1.2V RTL ;;24;;270
70049;;DDR IV 64Gb KiTof2 PC-25600 3200MHz Crucial Ballistix (BL2K32G32C16U4B) Black;;24;;315
67680;;DDR IV 64Gb KiTof2 PC-25600 3200MHz G.Skill Ripjaws V (F4-3200C16D-64GVK) CL16 1.35V RTL;;24;;235
68366;;DDR IV 64Gb KiTof2 PC-25600 3200MHz G.Skill Trident Z NEO RGB (F4-3200C16D-64GTZN) CL16 1.35V RTL;;24;;285
69212;;DDR IV 64Gb KiTof2 PC-25600 3200MHz G.Skill Trident Z RGB (F4-3200C16D-64GTZR) CL16;;24;;275
68391;;DDR IV 64Gb KiTof2 PC-25600 3200MHz Kingston HyperX Fury (HX432C16FB3K2/64) Black CL16 1.2V RTL ;;24;;280
70653;;DDR IV 64Gb KiTof2 PC-25600 3200MHz Kingston HyperX Predator (HX432C16PB3K2/64) CL16 ;;24;;290
70654;;DDR IV 64Gb KiTof2 PC-25600 3200MHz Kingston HyperX Predator RGB (HX432C16PB3AK2/64) CL16 ;;24;;310
69211;;DDR IV 64Gb KiTof2 PC-28800 3600MHz G.Skill Ripjaws V (F4-3600C18D-64GVK) CL18;;24;;255
69215;;DDR IV 64Gb KiTof2 PC-28800 3600MHz G.Skill Trident Z NEO RGB (F4-3600C18D-64GTZN) CL18 1.35V RTL;;24;;295
69213;;DDR IV 64Gb KiTof2 PC-28800 3600MHz G.Skill Trident Z RGB (F4-3600C18D-64GTZR) CL18;;24;;280
64124;;DDR IV 8Gb KiTof2 PC-19200 2400MHz G.Skill Aegis (F4-2400C15D-8GIS) CL15;;24;;34
62078;;DDR IV 8Gb KiTof2 PC-19200 2400MHz G.Skill Value (F4-2400C17D-8GNT) CL17;;24;;34
67214;;DDR IV 8Gb KiTof2 PC-21300 2666MHz Kingston HyperX Fury (HX426C16FB3K2/8) Black CL16 1.2V RTL ;;24;;43
67675;;DDR IV 8Gb KiTof2 PC-24000 3000MHz Kingston HyperX Fury (HX430C15FB3K2/8) Black CL16 1.2V RTL ;;24;;45
62089;;DDR IV 8Gb KiTof2 PC-25600 3200MHz G.Skill Ripjaws V (F4-3200C16D-8GVKB) CL16;;24;;42
67218;;DDR IV 8Gb KiTof2 PC-25600 3200MHz Kingston HyperX Fury (HX432C16FB3K2/8) Black CL16 1.2V RTL ;;24;;45,5
40288;;DDR IV 8Gb PC-19200 2400MHz Crucial (CT8G4DFS824A) CL17 288pin 1.2B RTL;;24;;32
63709;;DDR IV 8Gb PC-19200 2400MHz G.Skill Aegis (F4-2400C15S-8GIS) CL15;;24;;31,5
62077;;DDR IV 8Gb PC-19200 2400MHz G.Skill Aegis (F4-2400C17S-8GIS) CL17;;24;;31
62076;;DDR IV 8Gb PC-19200 2400MHz G.Skill Value (F4-2400C15S-8GNT) CL15;;24;;31
62073;;DDR IV 8Gb PC-19200 2400MHz G.Skill Value (F4-2400C17S-8GNT) CL17;;24;;30,5
41932;;DDR IV 8Gb PC-19200 2400MHz Kingston (KVR24N17S8/8) CL17;;24;;31,5
70598;;DDR IV 8Gb PC-21300 2666MHz Crucial (CT8G4DFRA266) CL19;;24;;32
57286;;DDR IV 8Gb PC-21300 2666MHz Crucial (CT8G4DFS8266) CL19;;24;;32,5
65105;;DDR IV 8Gb PC-21300 2666MHz G.Skill Aegis (F4-2666C19S-8GIS) CL19;;24;;31
62074;;DDR IV 8Gb PC-21300 2666MHz G.Skill Value (F4-2666C19S-8GNT) CL19;;24;;30,5
64947;;DDR IV 8Gb PC-21300 2666MHz Kingston (KVR26N19S8/8) CL19, 1.2V;;24;;31
67213;;DDR IV 8Gb PC-21300 2666Mhz Kingston HyperX Fury (HX426C16FB3/8) CL16 ;;24;;35
69451;;DDR IV 8Gb PC-21300 2666MHz Kingston HyperX Fury RGB (HX426C16FB3A/8) CL16;;24;;41,5
55319;;DDR IV 8Gb PC-21300 2666MHz Kingston HyperX Predator (HX426C13PB3/8) CL13 ;;24;;39,5
61279;;DDR IV 8Gb PC-24000 3000MHz Corsair Vengeance LPX (CMK8GX4M1D3000C16);;24;;35,5
69910;;DDR IV 8Gb PC-24000 3000MHz Crucial Ballistix (BL8G30C15U4B) Black OEM;;24;;40
60906;;DDR IV 8Gb PC-24000 3000MHz G.Skill Aegis (F4-3000C16S-8GISB) CL16 1.35V RTL;;24;;32
67215;;DDR IV 8Gb PC-24000 3000Mhz Kingston HyperX Fury (HX430C15FB3/8) CL15 ;;24;;37
67216;;DDR IV 8Gb PC-24000 3000Mhz Kingston HyperX Fury RGB (HX430C15FB3A/8) CL15 ;;24;;45
55816;;DDR IV 8Gb PC-24000 3000Mhz Kingston HyperX Predator (HX430C15PB3/8) CL15 ;;24;;42
64858;;DDR IV 8Gb PC-24000 3000Mhz Kingston HyperX Predator RGB (HX430C15PB3A/8) CL15;;24;;49
70789;;DDR IV 8Gb PC-25600 3200MHz Crucial (CT8G4DFRA32A) CL22;;24;;33
67902;;DDR IV 8Gb PC-25600 3200MHz Crucial (CT8G4DFS832A) CL22;;24;;33
69193;;DDR IV 8Gb PC-25600 3200MHz Crucial Ballistix (BL8G32C16U4B) Black OEM;;24;;42,5
67020;;DDR IV 8Gb PC-25600 3200MHz G.Skill Aegis (F4-3200C16S-8GIS) CL16 1.35V RTL;;24;;34
67138;;DDR IV 8Gb PC-25600 3200MHz Kingston  (KVR32N22S8/8) RTL ;;24;;35
67217;;DDR IV 8Gb PC-25600 3200Mhz Kingston HyperX Fury (HX432C16FB3/8) CL16;;24;;40,5
62910;;DDR IV 8Gb PC-25600 3200Mhz Kingston HyperX Predator (HX432C16PB3/8) CL16T ;;24;;43
64859;;DDR IV 8Gb PC-25600 3200Mhz Kingston HyperX Predator RGB (HX432C16PB3A/8) CL16;;24;;50
67992;;DDR IV 8Gb PC-27700 3466Mhz Kingston HyperX Fury (HX434C16FB3/8) CL16;;24;;49,5
67993;;DDR IV 8Gb PC-28800 3600Mhz Kingston HyperX Fury (HX436C17FB3/8) CL17;;24;;47,5
67994;;DDR IV 8Gb PC-29800 3733Mhz Kingston HyperX Fury (HX437C19FB3/8) CL19;;24;;45,5
63541;;DDR IV 8Gb PC-32000 4000Mhz Kingston HyperX Predator (HX440C19PB3/8) CL19 ;;24;;80
;SO-DIMM;;;;;
69765;;SO-DIMM DDR III 4Gb PC-12800 1600Mhz G.Skill (F3-12800CL11S-4GBSQ) 1.5V;;24;;17
67367;;SO-DIMM DDR III 4Gb PC-12800 1600Mhz G.Skill (F3-1600C11S-4GSL) 1.35V;;24;;17
70332;;SO-DIMM DDR III 4Gb PC-12800 1600Mhz G.Skill (F3-1600C9S-4GSL) 1.35V;;24;;17,2
67368;;SO-DIMM DDR III 4Gb PC-12800 1600Mhz G.Skill Ripjaws (F3-1600C11S-4GRSL);;24;;17,4
63901;;SO-DIMM DDR III 4Gb PC-12800 1600Mhz G.Skill Ripjaws (F3-1600C9S-4GRSL);;24;;17,5
7535;;SO-DIMM DDR III 4Gb PC-12800 1600Mhz Kingston KVR16S11S8/4 1.5V CL11;;24;;20,5
52583;;SO-DIMM DDR III 4Gb PC-12800 1600MHz Patriot (PSD34G1600L2S) CL11;;24;;16,5
69766;;SO-DIMM DDR III 4Gb PC-14900 1866Mhz G.Skill Ripjaws (F3-1866C11S-4GRSL) 1.35v;;24;;18
67369;;SO-DIMM DDR III 8Gb PC-12800 1600Mhz G.Skill (F3-1600C11S-8GSL);;24;;32
67981;;SO-DIMM DDR III 8Gb PC-12800 1600Mhz G.Skill (F3-1600C11S-8GSQ) 1.5v;;24;;32
67370;;SO-DIMM DDR III 8Gb PC-12800 1600Mhz G.Skill Ripjaws (F3-1600C11S-8GRSL);;24;;32,5
62070;;SO-DIMM DDR III 8Gb PC-12800 1600Mhz G.Skill Ripjaws (F3-1600C9S-8GRSL) 1.35V;;24;;32,6
7536;;SO-DIMM DDR III 8Gb PC-12800 1600Mhz Kingston KVR16S11/8 1.5V CL11;;24;;37,5
48091;;"SO-DIMM DDR III 8Gb PC-12800 1600MHz Patriot (PSD38G1600L2S) CL11; 1.35 В oem";;24;;32
69767;;SO-DIMM DDR III 8Gb PC-14900 1866Mhz G.Skill Ripjaws (F3-1866C11S-8GRSL) 1.35v;;24;;33
65432;;SO-DIMM DDR IV 16Gb KiTof2 PC-21300 Kingston HyperX Impact (HX426S15IB2K2/16) CL15;;24;;70
61940;;SO-DIMM DDR IV 16Gb PC-19200 2400MHz G.Skill Ripjaws (F4-2400C16S-16GRS) ;;24;;59
52982;;SO-DIMM DDR IV 16Gb PC-19200 2400MHz Kingston (KVR24S17D8/16) CL17;;24;;64
67226;;SO-DIMM DDR IV 16Gb PC-21300 2666MHz  Kingston HyperX Impact (HX426S15IB2/16) ;;24;;67
60796;;SO-DIMM DDR IV 16Gb PC-21300 2666MHz Crucial (CT16G4SFD8266) (for NoteBook);;24;;64
67373;;SO-DIMM DDR IV 16Gb PC-21300 2666MHz G.Skill Ripjaws (F4-2666C19S-16GRS) ;;24;;59,6
62059;;SO-DIMM DDR IV 16Gb PC-21300 2666MHz Kingston (KVR26S19D8/16) CL19;;24;;62
67765;;SO-DIMM DDR IV 16Gb PC-23400 2933MHz HyperX Impact (HX429S17IB/16) CL17;;24;;70
67959;;SO-DIMM DDR IV 32Gb KiTof2 PC-21300 Kingston HyperX Impact (HX426S15IB2K2/32) CL15 for NoteBook;;24;;130
66797;;SO-DIMM DDR IV 32Gb KiTof2 PC-23400 Kingston HyperX Impact (HX429S17IBK2/32) CL17;;24;;138
47002;;"SO-DIMM DDR IV 4Gb PC-19200 2400MHz Crucial (CT4G4SFS824A) CL17; 1.2 В";;24;;18
64110;;"SO-DIMM DDR IV 4Gb PC-21300 2666MHz Crucial (CT4G4SFS8266) CL19; 1.2 В";;24;;19
63835;;SO-DIMM DDR IV 4Gb PC-21300 2666MHz Kingston (KVR26S19S6/4);;24;;19
47003;;SO-DIMM DDR IV 8Gb PC-19200 2400MHz Crucial (CT8G4SFS824A);;24;;32
61939;;SO-DIMM DDR IV 8Gb PC-19200 2400MHz G.Skill Ripjaws (F4-2400C16S-8GRS) ;;24;;30
61499;;SO-DIMM DDR IV 8Gb PC-21300 2666MHz  Kingston HyperX Impact (HX426S15IB2/8) ;;24;;34,5
70597;;SO-DIMM DDR IV 8Gb PC-21300 2666MHz Crucial (CT8G4SFRA266) CL 19;;24;;32
64111;;SO-DIMM DDR IV 8Gb PC-21300 2666MHz Crucial (CT8G4SFS8266) CL 19;;24;;32,5
67372;;SO-DIMM DDR IV 8Gb PC-21300 2666MHz G.Skill Ripjaws (F4-2666C19S-8GRS) ;;24;;30,5
69449;;SO-DIMM DDR IV 8Gb PC-21300 2666MHz Kingston (KVR26S19S8/8);;24;;32,5
67766;;SO-DIMM DDR IV 8Gb PC-23400 2933MHz HyperX Impact (HX429S17IB2/8) CL17;;24;;37,5
67374;;SO-DIMM DDR IV 8Gb PC-24000 3000MHz G.Skill Ripjaws (F4-3000C16S-8GRS);;24;;32,5
;Винчестеры;;;;;
;"2,5"" SATA";;;;;
70992;;"HDD 2.5"" SATA Hitachi 320GB Travelstar Z5K500-320 (HTS545032A7E380) 5400RPM 8MB SATA-II 300 (из ноутбука, упакован, 10 мес. гарантии)";;10;;39,8
47730;;"HDD 2.5"" SATA Seagate 1Tb Barracuda Compute ST1000LM048 5400rpm 128Mb";;24;;44
62661;;"HDD 2.5"" SATA Seagate 1Tb Barracuda Compute ST1000LM049 7200rpm 128Mb";;24;;61
47298;;"HDD 2.5"" SATA Seagate 2Tb Barracuda Compute ST2000LM015 5400rpm 128Mb";;24;;77
64987;;"HDD 2.5"" SATA Toshiba  1Tb L200 HDWL110UZSVA 5400rpm 128Mb";;24;;42
65240;;"HDD 2.5"" SATA Toshiba  2Tb L200 HDWL120UZSVA 5400rpm 128Mb, 9,5мм";;24;;67,5
63096;;"HDD 2.5"" SATA Toshiba 500Gb Aquarius B MQ01ABF050 5400rpm 8Mb SATA3 (из ноутбука, упакован, 10 мес. гарантии)";;10;;25,5
45998;;"HDD 2.5"" SATA Toshiba 500Gb L200 HDWK105UZSVA 5400rpm 8Mb (SATA II)";;24;;37,4
55376;;"HDD 2.5"" SATA WD 1Tb Blue WD10SPZX 5400 rpm 128Mb";;24;;47,8
54353;;"HDD 2.5"" SATA WD 320GB AV (WD3200BVVT) 5400RPM 8MB SATA-II 300 (из ноутбука, упакован, 10 мес. гарантии)";;10;;14
71068;;"HDD 2.5"" SATA WD 320GB Scorpio Blue (WD3200BPVT) 5400RPM 8MB SATA-II 300 (из ноутбука, упакован, 10 мес. гарантии)";;24;;14
;"3,5"" SATA III";;;;;
67181;;"HDD 3.5"" SATA-III Seagate 10Tb SkyHawk AI ST10000VE0008 ";;24;;299,5
46687;;"HDD 3.5"" SATA-III Seagate 1Tb Barracuda ST1000DM010 7200rpm 64Mb";;24;;36,5
62814;;"HDD 3.5"" SATA-III Seagate 2Tb Barracuda (ST2000DM008) 7200RPM 256Mb";;24;;55
46688;;"HDD 3.5"" SATA-III Seagate 2Tb SkyHawk ST2000VX008 64Mb";;24;;60
61953;;"HDD 3.5"" SATA-III Seagate 3Tb Barracuda ST3000DM007";;24;;81,2
56212;;"HDD 3.5"" SATA-III Seagate 4Tb Barracuda ST4000DM004";;24;;92,4
46690;;"HDD 3.5"" SATA-III Seagate 4Tb SkyHawk ST4000VX007 64Mb";;24;;99,6
67125;;"HDD 3.5"" SATA-III Seagate 6Tb SkyHawk ST6000VX001 256Mb";;24;;157
68113;;"HDD 3.5"" SATA-III Seagate 8Tb IronWolf ST8000VN004 7200rpm 256Mb";;24;;239
67124;;"HDD 3.5"" SATA-III Seagate 8Tb SkyHawk ST8000VX004 256Mb";;24;;213
34236;;"HDD 3.5"" SATA-III Toshiba 1Tb P300 HDWD110UZSVA 7200rpm 64Mb";;24;;35,4
19805;;"HDD 3.5"" SATA-III Toshiba 2Tb P300 (HDWD120UZSVA) 7200RPM 64Mb 6Gb/s";;24;;54
34237;;"HDD 3.5"" SATA-III Toshiba 3Tb (HDWD130UZSVA) 7200rpm 64Mb";;24;;70,3
68265;;"HDD 3.5"" SATA-III Toshiba 4Tb P300 (HDWD240UZSVA) 7200RPM 64Mb 6Gb/s";;24;;85,9
42578;;"HDD 3.5"" SATA-III Toshiba 4Tb X300 (HDWE140UZSVA) 7200rpm 128Mb";;24;;104
34235;;"HDD 3.5"" SATA-III Toshiba 500Gb P300 (HDWD105UZSVA) 7200rpm 64Mb";;24;;33,4
42577;;"HDD 3.5"" SATA-III Toshiba 6Tb X300 (HDWE160UZSVA) 7200rpm 128Mb";;24;;154,8
69030;;"HDD 3.5"" SATA-III WD 10Tb Purple WD102PURZ";;24;;290
69685;;"HDD 3.5"" SATA-III WD 10Tb Red WD101EFAX 256Mb";;24;;310
65576;;"HDD 3.5"" SATA-III WD 12Tb Purple WD121PURZ";;24;;400
12925;;"HDD 3.5"" SATA-III WD 1Tb Caviar Black WD1003FZEX 7200RPM 64Mb 6Gb/s";;24;;76,5
7376;;"HDD 3.5"" SATA-III WD 1Tb Caviar Blue WD10EZEX 7200RPM 64Mb 6Gb/s";;24;;37,5
18569;;"HDD 3.5"" SATA-III WD 1Tb Caviar Blue WD10EZRZ 5400RPM 64Mb 6Gb/s";;24;;37,5
55093;;"HDD 3.5"" SATA-III WD 1Tb Purple WD10PURZ 5400rpm 64Mb ";;24;;45
7787;;"HDD 3.5"" SATA-III WD 1Tb Red WD10EFRX 5400RPM 64Mb 6Gb/s NAS Hard Drives ";;24;;55,3
70800;;"HDD 3.5"" SATA-III WD 2Tb Blue WD20EZAZ SATA 6Gb/s 5400rpm 256Mb";;24;;56,5
19354;;"HDD 3.5"" SATA-III WD 2Tb Blue WD20EZRZ SATA 6Gb/s 5400rpm 64Mb";;24;;55
13419;;"HDD 3.5"" SATA-III WD 2Tb Caviar Black WD2003FZEX 7200RPM 64Mb 6Gb/s";;24;;119,9
54593;;"HDD 3.5"" SATA-III WD 2Tb Purple WD20PURZ ";;24;;60,5
66270;;"HDD 3.5"" SATA-III WD 2Tb Red WD20EFAX 5400rpm 256Mb";;24;;74,9
55377;;"HDD 3.5"" SATA-III WD 3Tb Purple WD30PURZ 5400rpm 64Mb ";;24;;80,9
8500;;"HDD 3.5"" SATA-III WD 3Tb Red WD30EFRX 5400RPM 64Mb 6Gb/s NAS Hard Drives ";;24;;105
18876;;"HDD 3.5"" SATA-III WD 4Tb Caviar Blue WD40EZRZ 5400RPM 64Mb 6Gb/s";;24;;95
55341;;"HDD 3.5"" SATA-III WD 4Tb Purple WD40PURZ ";;24;;98,3
68267;;"HDD 3.5"" SATA-III WD 4Tb Red WD40EFAX 5400rpm 256Mb";;24;;110
34238;;"HDD 3.5"" SATA-III WD 500Gb Blue WD5000AZLX 7200rpm 32Mb";;24;;35,8
55378;;"HDD 3.5"" SATA-III WD 6Tb Purple WD60PURZ 5400rpm 64Mb ";;24;;154
65936;;"HDD 3.5"" SATA-III WD 6Tb Red WD60EFAX 5400rpm 256Mb";;24;;183
67180;;"HDD 3.5"" SATA-III WD 8Tb Purple WD82PURZ";;24;;215
62700;;"HDD 3.5"" SATA-III WD 8Tb Red WD80EFAX 5400rpm 256Mb";;24;;245
;SSD;;;;;
63611;;"SSD 2.5"" SATA-III A-Data 120Gb SU650 (ASU650SS-120GT-R) RTL";;24;;19,5
63712;;"SSD 2.5"" SATA-III A-Data 240Gb SU650 (ASU650SS-240GT-R) RTL";;24;;30,5
65447;;"SSD 2.5"" SATA-III A-Data 240Gb Ultimate SU630 (ASU630SS-240GQ-R) 3D QLC";;24;;29,5
46694;;"SSD 2.5"" SATA-III A-Data 256Gb Ultimate SU800 (ASU800SS-256GT-C) 3D TLC";;24;;40,5
63883;;"SSD 2.5"" SATA-III A-Data 480Gb SU650 (ASU650SS-480GT-R) RTL";;24;;52
65478;;"SSD 2.5"" SATA-III A-Data 480Gb Ultimate SU630 (ASU630SS-480GQ-R) 3D QLC";;24;;51
47300;;"SSD 2.5"" SATA-III A-Data 512Gb Ultimate SU800 (ASU800SS-512GT-C) 3D TLC";;24;;64,5
67906;;"SSD 2.5"" SATA-III A-Data 960Gb SU650 (ASU650SS-960GT-R) RTL";;24;;91,5
65988;;"SSD 2.5"" SATA-III Asrock 250Gb Delta Phantom Gaming RGB (T253PG250G3C313) RTL";;24;;45
68229;;"SSD 2.5"" SATA-III Crucial 1000Gb BX500 CT1000BX500SSD1";;24;;104
61186;;"SSD 2.5"" SATA-III Crucial 1000Gb MX500 CT1000MX500SSD1 RTL";;24;;119
62704;;"SSD 2.5"" SATA-III Crucial 120Gb BX500 CT120BX500SSD1";;24;;22
69697;;"SSD 2.5"" SATA-III Crucial 2000Gb BX500 CT2000BX500SSD1";;24;;199
68228;;"SSD 2.5"" SATA-III Crucial 2000Gb MX500 CT2000MX500SSD1 RTL";;24;;238
62702;;"SSD 2.5"" SATA-III Crucial 240Gb BX500 CT240BX500SSD1";;24;;31,8
60494;;"SSD 2.5"" SATA-III Crucial 250Gb MX500 CT250MX500SSD1 RTL";;24;;41,8
62703;;"SSD 2.5"" SATA-III Crucial 480Gb BX500 CT480BX500SSD1";;24;;55,9
60495;;"SSD 2.5"" SATA-III Crucial 500Gb MX500 CT500MX500SSD1 RTL";;24;;67
65745;;"SSD 2.5"" SATA-III Crucial 960Gb BX500 CT960BX500SSD1";;24;;92,4
65933;;"SSD 2.5"" SATA-III GIGABYTE 120Gb GP-GSTFS (GP-GSTFS31120GNTD) TLC";;24;;19,9
65592;;"SSD 2.5"" SATA-III GIGABYTE 240Gb GP-GSTFS (GP-GSTFS31240GNTD) TLC";;24;;31
67123;;"SSD 2.5"" SATA-III GIGABYTE 256Gb GP-GSTFS (GP-GSTFS31256GTND) TLC";;24;;37
